Label,Parent,Geometry/Area,Geometry/Perimeter,Lobeyness/Circularity,CellCenters(x),CellCenters(y)
261,0,1094,150.062,1.63800142289797,458.430530164534,932.431444241316
263,0,3604,284.537,1.78765146913066,3366.1717536071,592.973085460599
264,0,3174,334.049,2.79771560700816,696.468494013863,1120.03906742281
265,0,4316,317.105,1.85402198512585,3396.85866543095,246.29077849861
266,0,555,94.471,1.27965877130867,2182.97657657658,673.814414414414
267,0,2976,287.77,2.21436007598284,1162.16028225806,321.885752688172
268,0,1560,155.993,1.24129715015617,2791.46217948718,1090.67435897436
269,0,1062,116.998,1.02570505278164,2810.43596986817,855.230696798493
271,0,4296,374.425,2.59690187659363,1327.79702048417,540.647346368715
272,0,4353,325.986,1.94267149057065,2143.95451412819,155.899379738112
273,0,31564,1558.682,6.12509940738694,1748.99616651882,183.85876314789
275,0,3827,311.903,2.02288306080884,2113.39796185001,1079.29683825451
276,0,5242,362.968,1.99999908161128,2376.48244944678,335.707363601679
277,0,7464,496.388,2.6270059311692,2546.6968113612,1115.11454983923
278,0,674,106.735,1.34506709443045,2306.00148367953,715.967359050445
279,0,5560,373.191,1.99332295276845,138.809532374101,779.621762589928
280,0,4249,348.587,2.27575642955643,598.838550247117,1007.35137679454
281,0,4287,326.902,1.98368088171037,1256.2722183345,758.917191509214
282,0,1047,134.341,1.37170464030243,1249.51480420248,702.885386819484
283,0,5212,464.371,3.29242514113636,1756.96853415196,66.4207597851113
284,0,656,109.581,1.45665537359656,955.870426829268,957.996951219512
286,0,2628,254.449,1.96049740555406,1809.62823439878,1072.71080669711
287,0,2843,272.374,2.07656042908359,2073.18185015828,697.060499472388
289,0,1238,144.994,1.35135531285771,2799.61873990307,548.796445880452
290,0,2282,209.045,1.52389156353317,862.232690622261,1229.90227870289
291,0,4827,445.641,3.27403348902002,2646.91754713072,200.471307230164
292,0,3321,302.193,2.18821535202376,261.791026799157,984.85968081903
293,0,764,106.966,1.19175858381956,1795.25916230366,797.232984293194
294,0,7688,528.364,2.88963640452457,304.288761706556,686.975936524454
295,0,5455,354.111,1.82925485592298,1365.80696608616,312.885792850596
296,0,7829,649.991,4.29436079680567,1602.19274492272,429.819133989015
298,0,6942,514.221,3.03113405442265,2195.80999711899,358.411840968021
299,0,6759,470.034,2.60115503069715,1837.60526705134,678.127681609706
300,0,333,134.248,4.30686789934137,923.543543543544,1275.68468468468
301,0,1853,201.28,1.73986665245484,2516.2611980572,261.772800863465
302,0,7287,640.796,4.48415845491809,2173.68505557843,265.305475504323
305,0,4492,381.632,2.58012029592393,712.260017809439,15.8837934105076
306,0,449,99.813,1.76570445605403,2925.78841870824,1251.34743875278
307,0,4644,373.318,2.38811802117319,3048.29952627046,161.209086993971
308,0,3911,352.664,2.53060626089414,709.625415494758,1257.49245717208
310,0,1011,123.276,1.19617865570742,2656.27398615232,759.123639960435
311,0,4494,344.124,2.09694477296328,2621.0694259012,59.394526034713
312,0,7907,473.088,2.25248683610757,3242.75629189326,859.231819906412
313,0,2602,270.997,2.24601064394827,1549.54919292852,227.973866256726
314,0,5111,413.047,2.65633717012478,126.648405400117,613.909802387008
316,0,734,121.415,1.59822810844907,1293.4727520436,298.694822888283
317,0,4876,339.855,1.88501046864919,242.681501230517,558.170631665299
318,0,5728,511.149,3.6297954979855,1517.54120111732,1181.31895949721
319,0,3559,288.845,1.8654854080253,908.075864006743,624.203146951391
320,0,160,71.197,2.52112014108901,702,1275.86875
323,0,3082,336.475,2.92323079533932,1247.20635950681,201.717391304348
324,0,10101,811.744,5.19115431718148,478.274527274527,657.700326700327
325,0,3649,397.632,3.44809265822932,1216.73609208002,522.958070704303
326,0,4846,333.247,1.82364047676946,3244.89620305407,818.077589764754
327,0,1516,179.199,1.68562940328433,1618.75593667546,58.8100263852243
329,0,3254,311.06,2.3662516112823,2230.12968653964,1054.85955746773
330,0,3367,279.914,1.8518092981074,1058.64894564895,851.644193644194
331,0,2177,200.404,1.46806227356745,1665.241616904,938.40192926045
333,0,2153,182.789,1.23494103002938,3347.79377612634,270.204366000929
334,0,8260,573.459,3.16821637830369,872.388256658596,1256.2107748184
335,0,4414,358.479,2.31678240360235,2152.73969188944,1034.03262347077
336,0,647,98.656,1.19710669978295,2130.04945904173,657.217928902627
337,0,3839,297.141,1.83019424361242,2188.02474602761,1087.03620734566
339,0,472,83.687,1.18076680845285,34.4512711864407,759.658898305085
340,0,12270,827.208,4.43787458651011,202.755582722086,859.90521597392
341,0,2289,211.974,1.56210252202233,509.827435561381,201.974661424203
343,0,2353,305.313,3.15252690749229,630.302592435189,839.946451338717
344,0,2303,207.02,1.48088320085441,2646.17151541468,628.665219279201
345,0,6515,437.446,2.33735465995532,3187.59401381427,800.635917114352
347,0,771,113.253,1.32383905124855,2535.00907911803,422.885862516213
348,0,595,102.799,1.41335399303119,1001.4218487395,1067.20336134454
349,0,4020,326.036,2.10423962974171,902.530597014925,522.188308457711
350,0,5970,557.615,4.1446198307167,2512.28793969849,499.658626465662
352,0,2814,294.957,2.46027389053721,480.060412224591,519.095238095238
353,0,74404,3319.771,11.7871851543068,1353.7484275039,133.438551690769
354,0,5713,469.117,3.06540777476746,1712.30194293716,1227.34465254682
355,0,6328,624.905,4.91079341278072,1560.76201011378,696.347661188369
356,0,6185,437.56,2.46334737539638,788.168795472918,633.275666936136
357,0,5211,349.087,1.8609573278885,3049.48052197275,352.557474573019
358,0,8582,527.059,2.57584717742242,3355.45770216733,763.250757399208
359,0,3021,338.528,3.0187601032721,872.223766964581,10.8533598146309
360,0,2302,351.755,4.27725729312536,1707.70503909644,27.3796698523023
361,0,4127,330.658,2.10820935543423,527.077780470075,1223.09256118246
362,0,8670,577.186,3.05775451028668,2105.47035755479,986.589504036909
363,0,793,113.037,1.28220714997331,2042.82849936948,690.354350567465
364,0,672,100.598,1.19839380696206,2359.53125,58.3452380952381
365,0,1208,136.161,1.22131774261211,674.747516556291,96.9586092715232
366,0,3790,354.346,2.63636777968291,2401.7110817942,480.053562005277
367,0,2285,219.119,1.67210677316573,3139.85120350109,638.753610503282
368,0,364,82.032,1.47114456794768,2742.48901098901,534.585164835165
369,0,957,136.367,1.5463107350507,2287.46394984326,669.26750261233
370,0,295,68.229,1.25575851635415,1199.83050847458,41.9050847457627
372,0,3211,254.268,1.60226093588191,551.480224229212,701.894736842105
373,0,5402,483.699,3.44656072853325,289.28304331729,592.05331358756
374,0,5619,439.659,2.73755617315927,2336.75031144332,1131.19683217654
375,0,3191,269.179,1.80694811593322,1414.08900031338,1205.34001880288
377,0,1872,207.739,1.83451118926829,281.597222222222,1050.96420940171
378,0,3373,412.806,4.02036790001425,100.729914023125,1110.27779424844
379,0,537,88.21,1.15305890571071,2445.72625698324,555.627560521415
380,0,847,121.457,1.38596360267736,2051.9386068477,728.428571428571
381,0,1038,139.675,1.495650575877,130.81310211946,949.450867052023
382,0,4443,365.538,2.39319940042888,1295.88633805987,481.40175557056
384,0,5427,456.275,3.05269673323902,2463.4700571218,623.298691726552
385,0,5725,711.575,7.0381093141118,1540.45397379913,50.0403493449782
386,0,3417,282.501,1.85859659055159,2447.80977465613,957.380158033363
387,0,3426,280.872,1.83239741667943,1296.5061295972,1141.2530647986
388,0,2595,205.557,1.29573835750534,2442.56223506744,867.963391136802
389,0,2121,196.418,1.44747821649264,996.293257897218,479.15558698727
390,0,1034,151.933,1.77653522812417,1840.78626692456,33.1015473887814
391,0,5555,442.199,2.80118366389459,2316.23870387039,1230.88658865887
393,0,3588,312.351,2.16383182004478,3182.30657748049,203.749163879599
394,0,6123,484.791,3.05446373993346,410.378409276498,743.730197615548
395,0,11254,649.481,2.98274500117098,705.373467211658,57.5526035187489
396,0,5124,442.365,3.03908279074555,556.680913348946,765.211358313817
399,0,9878,623.536,3.13216173393229,1140.98390362422,1221.74569750962
401,0,2997,224.065,1.33306534683874,1392.03069736403,743.477811144478
402,0,5383,427.258,2.69864751438911,2968.85194129667,600.614712985324
403,0,525,91.609,1.27205859701986,1821.8,451.851428571429
406,0,2119,180.605,1.22495100459435,3280.84521000472,1095.50023596036
407,0,580,96.149,1.26838671857394,2122.89827586207,1009.86896551724
408,0,4213,377.226,2.68783072331219,2594.83598385948,95.8103489200095
410,0,5904,526.961,3.74283546823788,1198.56063685637,663.474424119241
411,0,5362,380.2,2.14529762215753,2625.24337933607,1181.12495337561
412,0,4480,295.685,1.55299732949787,1110.74933035714,485.313616071429
414,0,1394,179.231,1.83380696547997,1578.43543758967,83.7388809182209
416,0,2320,208.225,1.48719491763365,979.600431034483,19.6521551724138
417,0,1158,144.811,1.44106868793176,347.551813471503,850.449913644214
418,0,376,81.214,1.3959314545915,659.255319148936,642.989361702128
419,0,2476,223.808,1.60986963248824,3238.78109854604,446.902261712439
420,0,775,118.313,1.4373196627087,2388.12387096774,145.274838709677
421,0,214,97.165,3.51071902400313,999.121495327103,3.03738317757009
422,0,4929,376.012,2.28262583401142,2209.17021708257,1241.04179346723
423,0,2787,246.13,1.72974574381554,1926.20093290276,916.266953713671
425,0,6721,443.298,2.32673961625886,577.489361702128,386.586371075733
426,0,4409,322.727,1.87983892855968,898.82535722386,818.642095713314
427,0,10841,709.729,3.69748051360216,284.076561202841,523.855456138733
428,0,5572,351.025,1.75976681735353,1049.54720028715,1258.03589375449
429,0,779,123.524,1.55867428944111,2369.35430038511,520.626444159178
431,0,2950,244.631,1.61432547873335,1770.06881355932,951.082711864407
433,0,2615,238.438,1.73009273904275,2775.19005736138,519.20879541109
434,0,5676,432.201,2.61890222107451,269.506518675123,754.202078928823
435,0,3057,283.635,2.09418159807579,2107.6087667648,1171.78737324174
436,0,531,86.969,1.1335079429825,1915.85122410546,334.625235404896
437,0,2679,251.944,1.88549533708544,1117.2459873087,818.935050391937
438,0,6989,476.844,2.58897430567319,414.35183860352,416.37601945915
439,0,5230,494.489,3.72050349862608,1106.31434034417,16.5975143403442
440,0,5101,405.183,2.56116314524628,2501.2875906685,441.512840619486
441,0,670,104.214,1.28993392385718,1938.27462686567,476.411940298507
443,0,6261,417.042,2.21057890587786,1211.954480115,932.954160677208
444,0,4943,372.201,2.23025538556114,2538.72223346146,304.632814080518
445,0,3120,293.916,2.2033424364005,2855.90320512821,420.430128205128
446,0,2526,241.606,1.83895973530931,2918.3539192399,1170.63618368963
448,0,1724,203.437,1.91034919717155,785.511020881671,1013.63457076566
449,0,4226,435.154,3.56571479654023,716.855892096545,818.773781353526
451,0,5356,399.284,2.36871812313636,2897.30974607916,366.684652725915
452,0,1480,167.1,1.501347829236,1101.47297297297,693.883108108108
454,0,615,95.868,1.18922041119749,2041.71382113821,1058.85528455285
455,0,2239,224.141,1.78557728632952,1509.03707012059,1231.26038410004
456,0,5207,477.635,3.48654154935504,3317.05895909353,346.81198386787
457,0,3553,272.377,1.66163561767697,837.939769209119,393.962003940332
459,0,1089,145.688,1.55099293286969,992.222222222222,962.704315886134
460,0,8063,756.712,5.65138270722243,1991.51643308942,255.530075654223
461,0,348,80.717,1.48984441187525,513.551724137931,658.39367816092
462,0,59925,2430.825,7.84674395938667,756.789870671673,1170.23220692532
463,0,625,106.735,1.4505203546338,675.6912,622.6656
464,0,4146,322.703,1.99878850832625,2817.23661360347,1074.55547515678
466,0,7487,416.514,1.84391760203778,1267.84306130626,75.4131160678509
467,0,2683,214.083,1.35935793709527,1594.36265374581,728.545285128587
469,0,7373,575.967,3.58047878328088,1811.63339210633,609.27397260274
470,0,4101,348.929,2.36251458487762,1161.29139234333,518.317239697635
471,0,625,91.071,1.05601558897495,2587.664,749.7056
472,0,3375,301.697,2.14614144846878,96.5860740740741,901.807111111111
473,0,1765,172.269,1.33801102403836,3172.52011331445,919.820396600567
475,0,3838,308.154,1.96888696853956,1026.83793642522,627.221730067744
476,0,5006,343.29,1.87336152308508,2849.5129844187,819.464842189373
477,0,4928,387.495,2.42466443813076,1450.55154220779,1144.19338474026
478,0,322,75.308,1.40157548344298,2639.63664596273,393.223602484472
479,0,4534,335.11,1.97098534776893,1735.09594177327,766.366122629025
480,0,4041,320.649,2.02470178247883,1177.23509032418,1262.60455332838
483,0,603,115.733,1.76761323917612,861.807628524046,1140.3399668325
485,0,2904,343.339,3.23027725700747,2092.33436639118,174.863292011019
488,0,7173,482.497,2.58272722138991,2402.8718806636,679.281053952321
489,0,7011,431.121,2.10964084244441,2025.44358864641,1174.06803594352
490,0,5840,441.214,2.65262499600286,1300.40547945205,968.31352739726
492,0,4907,448.756,3.26583782349981,2259.20990421846,699.778479722845
494,0,5953,423.459,2.39704942348262,1365.3616663867,939.07340836553
495,0,3162,284.686,2.03967273766056,3154.25774826059,148.893105629349
497,0,8954,609.322,3.29964155029859,600.495421040876,353.84465043556
498,0,344,83.165,1.59997382244866,478.238372093023,1035.75
499,0,2309,227.562,1.78470190475014,290.990038977912,722.109138155045
500,0,686,130.513,1.97593914665441,608.104956268222,550.572886297376
501,0,1275,134.084,1.12210595185656,824.847843137255,177.720784313725
502,0,1701,171.351,1.37359628944059,1620.81657848325,394.452674897119
503,0,3700,333.589,2.39338108714265,1230.59621621622,463.974054054054
504,0,10433,714.352,3.89229240273578,2549.8735742356,531.763347071791
506,0,3350,282.777,1.89947461690982,651.26776119403,529.686268656716
507,0,911,120.53,1.26900131498798,3089.80790340285,1140.42041712404
508,0,4295,464.988,4.00599550917328,1286.87543655413,13.1951105937136
509,0,3810,270.659,1.53006579362411,1822.46220472441,914.796587926509
510,0,5091,371.673,2.15928051220908,1477.58102533883,786.153997250049
514,0,6347,493.609,3.05483513442451,2236.06633054987,1149.98125098472
518,0,1340,154.611,1.41960040920913,1680.6828358209,639.596268656716
519,0,3854,309.875,1.98267488451447,3312.25168655942,437.781266216918
521,0,2497,242.068,1.86743871258575,2501.31597917501,473.594313175811
522,0,2812,249.073,1.75561031180271,1741.05156472262,419.567567567568
523,0,2572,235.428,1.71488656594895,159.641524105754,638.690902021773
524,0,2257,191.935,1.2988737233473,2220.02038103677,473.396544085069
525,0,1510,160.086,1.35057869678688,157.002649006623,1036.72781456954
526,0,4705,337.541,1.92700824836883,2965.37640807651,1082.30095642933
527,0,440,114.466,2.36968420030309,1296.97272727273,1273.82272727273
529,0,801,111.325,1.23124088247203,2579.55805243446,773.332084893883
530,0,4440,297.056,1.58155326625337,2526.32477477477,583.866216216216
532,0,289,71.926,1.42450543502987,760.851211072664,424.318339100346
534,0,4988,401.747,2.57495104104723,1318.38111467522,1257.43965517241
535,0,455,87.969,1.35343701415607,1256.71208791209,1272.04175824176
537,0,1400,163.676,1.52276226526309,2171.08714285714,965.724285714286
539,0,7515,535.878,3.0408360598346,2421.69753825682,839.498203592814
540,0,4430,319.313,1.83155350377323,2693.06794582393,783.611060948081
541,0,2162,214.703,1.69672192542529,1133.81961147086,301.925069380204
542,0,4520,299.646,1.58076994613039,2690.79269911504,179.966814159292
545,0,3972,374.531,2.81032428612105,1937.26560926485,233.334592145015
546,0,2785,259.121,1.91853690866393,3255.11813285458,38.5159784560144
547,0,1898,234.816,2.31179488965255,2971.86617492097,385.667017913593
548,0,633,99.449,1.24333244533184,2663.83096366509,1080.27646129542
549,0,2035,229.573,2.06094945803459,2681.00098280098,287.895331695332
550,0,127,57.222,2.05169349290375,575.023622047244,934.03937007874
551,0,467,88.806,1.34387190116862,2503.72376873662,415.224839400428
553,0,5781,453.685,2.83332248275862,445.343366199619,578.554056391628
554,0,597,95.421,1.2136787052626,2862.21943048576,623.21608040201
555,0,5415,376.104,2.07877545205623,2692.102677747,448.045798707295
556,0,823,115.163,1.28237853571963,761.637910085055,219.68772782503
557,0,2693,249.156,1.83441030988753,206.55588562941,1059.85963609358
558,0,4298,379.71,2.66948690297149,345.902047463937,501.758957654723
559,0,703,104.188,1.22876890792953,1187.19345661451,628.355618776671
560,0,1608,164.519,1.33947993899461,210.710199004975,901.307213930348
561,0,5535,401.716,2.32012172151201,1975.54742547425,671.001264679313
562,0,735,113.658,1.39862992515544,266.336054421769,614.882993197279
564,0,7467,441.794,2.08009711425923,2514.43511450382,679.22030266506
565,0,7889,455.787,2.09552114747317,410.498288756496,325.462162504753
566,0,4682,405.851,2.79957410237503,2772.16659547202,212.295813754806
567,0,7052,581.859,3.82043965982264,1096.71029495179,452.72688598979
570,0,26,33.808,3.4982895070201,1346.5,1277.69230769231
571,0,3770,286.762,1.73576923708531,1863.18673740053,1166.11299734748
