Label,true_cell,extcenterX,extcenterY,centerX,centerY,perimeter,area,ch_perimeter,ch_area,pconvexity,aconvexity
399,True,2185.9054792648767,1183.3255106920817,2185.9054792648767,1183.3255106920817,1347.989032180456,29274,880.1658705445547,45797.00000000001,0.6529473530810793,0.6392121754700089
400,True,2192.2293014766883,301.7726342569548,2192.2293014766883,301.7726342569548,866.1219330881976,18081,669.9645481147714,28065.5,0.7735222057314517,0.6442429317133135
401,True,2238.83183602597,2843.5,2238.83183602597,2682.671938698475,2211.53022946491,52984,1131.7594777330792,89403.00000000001,0.5117540165873806,0.5926423050680625
402,True,2112.885979268958,2843.5,2112.885979268958,2827.8243316966723,174.3259018078045,1833,172.46866228020315,1944.5,0.989346164234108,0.9426587811776808
403,True,2333.6454235140936,-0.5,2333.6454235140936,68.07333638315093,1500.396103067893,28417,967.6202897743658,46788.50000000002,0.6449098926582463,0.6073500967117985
404,True,2311.6311728743203,2304.9587159067837,2311.6311728743203,2304.958715906784,2010.8195513462556,44327,1148.5192560107562,78326.0,0.5711697279061245,0.5659295763858744
405,True,2270.759819703799,163.9833167476438,2270.759819703799,163.98331674764387,836.3229432149742,17083,675.333436827475,24617.0,0.8075031808064157,0.6939513344436772
406,True,2176.007662835249,225.21264367816093,2176.007662835249,225.21264367816093,96.49747468305831,522,95.47348810939036,593.0000000000001,0.9893884624749902,0.8802698145025294
407,True,2174.504036908881,2390.1603229527104,2174.504036908881,2390.1603229527104,119.01219330881976,867,117.73934175483576,931.5,0.9893048643286396,0.9307568438003222
408,True,2189.700371057514,255.12940630797777,2189.700371057514,255.12940630797772,187.1543289325507,2156,182.14697279215105,2321.5000000000005,0.973244775213272,0.928709885849666
409,True,2393.224893103219,2522.5101468861467,2393.224893103219,2522.5101468861467,3833.502017702663,90274,1538.0176440166802,171933.49999999997,0.4012043392475848,0.5250518369020581
410,True,2229.6749866286327,233.42449634515958,2229.6749866286327,233.42449634515955,394.0904037956217,5609,337.338359106904,7287.000000000001,0.8559923201830874,0.7697269109372855
411,True,2411.061815202922,1513.273645765778,2411.061815202922,1513.2736457657782,2532.147545195113,58594,1484.3473319421996,111214.5,0.5862009639836466,0.5268557607146549
412,True,2374.212970425941,466.83895467790944,2374.212970425941,466.8389546779093,1477.3738084913064,32258,910.003959370604,54405.49999999997,0.615960533576739,0.5929179954232572
413,True,2200.008086253369,2843.5,2200.008086253369,2836.6954177897574,76.62741699796952,371,78.68899795747114,387.5,1.026903959969788,0.9574193548387095
414,True,2230.8471454880296,-0.5,2230.8471454880296,11.01197053406998,152.91168824543144,1086,149.36006550100993,1174.4999999999998,0.9767733730156654,0.9246487867177524
415,True,2367.6458513085995,851.7793715846994,2367.6458513085995,851.7793715846994,1353.8519471906084,27816,868.0538532130255,50029.0,0.6411733978847042,0.5559975214375662
416,True,2308.096149544656,1922.6319220322735,2308.096149544656,1922.6319220322732,1226.940258945177,31295,813.3218511144861,44427.0,0.662886269469806,0.7044139824881266
417,True,2244.892288861689,1147.8531211750305,2244.892288861689,1147.8531211750303,108.8111831820431,817,108.44637593176648,870.0000000000001,0.9966473367938083,0.9390804597701148
418,True,2395.9452283477085,1646.7008227672004,2395.9452283477085,1646.7008227672006,1168.8813844421315,25159,766.6937774563083,37629.00000000001,0.6559209408764995,0.6686066597571021
419,True,2405.493353808972,647.761089572529,2405.493353808972,647.761089572529,1602.1849916733495,39722,1015.490161435784,66019.0,0.6338157994946567,0.601675275299535
420,True,2284.3462761126248,1195.983310626703,2284.3462761126248,1195.983310626703,455.9310242291877,8808,386.3908565832315,10658.499999999996,0.8474765612550207,0.8263826992541167
421,True,2295.8503858245213,100.16933409545584,2295.8503858245213,100.16933409545584,354.3919189857867,6998,321.29679146627933,7753.5,0.906614327961483,0.9025601341329722
422,True,2389.1812685331383,2843.5,2389.1812685331383,2773.606423537567,1413.4671708797582,25967,825.9465044508619,41511.0,0.5843407766851658,0.6255450362554503
423,True,2262.494059405941,799.1485148514851,2262.494059405941,799.1485148514852,129.63961030678928,1010,125.8214670182486,1102.0,0.9705480193938788,0.9165154264972776
424,True,2583.9397155502083,1075.8085764619946,2583.9397155502083,1075.8085764619946,3823.3771260216354,93092,1757.2564972620075,190573.5,0.4596084663744634,0.4884834460195149
425,True,2439.1693278008297,1772.747518672199,2439.1693278008297,1772.7475186721992,1324.734198184517,30125,860.8166641239836,47965.0,0.6498033079418426,0.6280621286354634
426,True,2316.6119122257055,2201.651410658307,2316.611912225705,2201.651410658307,321.8061325481598,4785,281.0814375545472,5779.5,0.8734495993872399,0.8279262912016611
